pid,classified,prob
IFCB1_2008_113_223114_06017,mix,0.9566666666666672
IFCB1_2008_113_223114_06019,mix,0.58
IFCB1_2008_113_223114_06020,mix,0.626666666666667
IFCB1_2008_113_223114_06022,mix,0.996666666666667
IFCB1_2008_113_223114_06023,mix,0.7399999999999999
IFCB1_2008_113_223114_06026,mix,0.9400000000000002
IFCB1_2008_113_223114_06027,mix,0.5300000000000002
IFCB1_2008_113_223114_06028,mix,0.3666666666666664
IFCB1_2008_113_223114_06029,detritus,0.5233333333333334
IFCB1_2008_113_223114_06030,mix,0.9366666666666664
IFCB1_2008_113_223114_06032,mix,0.8433333333333328
IFCB1_2008_113_223114_06034,Dinobryon,0.2699999999999998
IFCB1_2008_113_223114_06035,mix,0.8033333333333337
IFCB1_2008_113_223114_06036,mix,0.9033333333333334
IFCB1_2008_113_223114_06042,mix,0.6533333333333334
IFCB1_2008_113_223114_06048,mix,0.48
IFCB1_2008_113_223114_06049,mix,0.7199999999999998
IFCB1_2008_113_223114_06050,mix,0.9200000000000004
IFCB1_2008_113_223114_06052,mix,0.8233333333333334
IFCB1_2008_113_223114_06053,mix,0.7866666666666663
IFCB1_2008_113_223114_06055,mix,0.65
IFCB1_2008_113_223114_06056,mix,0.25999999999999984
IFCB1_2008_113_223114_06057,detritus,0.37666666666666654
IFCB1_2008_113_223114_06058,mix,0.9566666666666664
IFCB1_2008_113_223114_06059,mix,0.8733333333333332
IFCB1_2008_113_223114_06064,mix,0.9533333333333334
IFCB1_2008_113_223114_06065,mix,0.4466666666666666
IFCB1_2008_113_223114_06066,mix,0.5666666666666668
IFCB1_2008_113_223114_06067,mix,0.606666666666667
IFCB1_2008_113_223114_06068,mix,0.5733333333333331
IFCB1_2008_113_223114_06071,Thalassionema,0.3400000000000001
IFCB1_2008_113_223114_06073,mix,0.8966666666666674
IFCB1_2008_113_223114_06077,mix,0.8733333333333329
IFCB1_2008_113_223114_06079,mix,0.3533333333333336
IFCB1_2008_113_223114_06080,mix,0.7866666666666665
IFCB1_2008_113_223114_06081,mix,0.8766666666666665
IFCB1_2008_113_223114_06082,mix,0.3299999999999999
IFCB1_2008_113_223114_06086,mix,0.8499999999999996
IFCB1_2008_113_223114_06087,mix,0.6466666666666667
IFCB1_2008_113_223114_06090,mix,0.8633333333333325
IFCB1_2008_113_223114_06092,mix,0.5133333333333332
IFCB1_2008_113_223114_06093,mix,0.9199999999999996
IFCB1_2008_113_223114_06094,mix,0.30999999999999994
IFCB1_2008_113_223114_06095,mix,0.4900000000000002
IFCB1_2008_113_223114_06096,mix,0.8166666666666663
IFCB1_2008_113_223114_06097,mix,0.6833333333333337
IFCB1_2008_113_223114_06098,mix,0.7766666666666662
IFCB1_2008_113_223114_06099,mix,0.4766666666666664
IFCB1_2008_113_223114_06100,mix,0.8033333333333332
IFCB1_2008_113_223114_06102,mix,0.8599999999999993
IFCB1_2008_113_223114_06103,detritus,0.5233333333333332
IFCB1_2008_113_223114_06104,detritus,0.5299999999999996
IFCB1_2008_113_223114_06105,mix,0.666666666666667
IFCB1_2008_113_223114_06108,mix,0.6999999999999997
IFCB1_2008_113_223114_06110,mix,0.8533333333333336
IFCB1_2008_113_223114_06114,mix,0.893333333333333
IFCB1_2008_113_223114_06115,mix,0.4366666666666668
IFCB1_2008_113_223114_06116,mix,0.8433333333333329
IFCB1_2008_113_223114_06117,mix,0.7533333333333337
IFCB1_2008_113_223114_06119,mix,0.9866666666666666
IFCB1_2008_113_223114_06122,mix,0.8766666666666667
IFCB1_2008_113_223114_06123,mix,0.9566666666666664
IFCB1_2008_113_223114_06125,bad,0.4608259474451757
IFCB1_2008_113_223114_06126,mix,0.8399999999999995
IFCB1_2008_113_223114_06128,mix,0.6533333333333335
IFCB1_2008_113_223114_06130,detritus,0.4066666666666669
IFCB1_2008_113_223114_06131,mix,0.923333333333333
IFCB1_2008_113_223114_06132,mix,0.4366666666666666
IFCB1_2008_113_223114_06133,mix,0.6966666666666669
IFCB1_2008_113_223114_06137,mix,0.3666666666666667
IFCB1_2008_113_223114_06138,mix,0.9433333333333334
IFCB1_2008_113_223114_06139,mix,0.3966666666666667
IFCB1_2008_113_223114_06140,mix,0.9599999999999994
IFCB1_2008_113_223114_06144,mix,0.7933333333333332
IFCB1_2008_113_223114_06145,mix,0.8300000000000003
IFCB1_2008_113_223114_06147,mix,0.7533333333333334
IFCB1_2008_113_223114_06149,mix,0.8566666666666661
IFCB1_2008_113_223114_06150,mix,0.6700000000000003
IFCB1_2008_113_223114_06152,mix,0.8666666666666658
IFCB1_2008_113_223114_06154,mix,0.96
IFCB1_2008_113_223114_06155,mix,0.6599999999999998
IFCB1_2008_113_223114_06156,mix,0.95
IFCB1_2008_113_223114_06160,mix,0.9633333333333334
IFCB1_2008_113_223114_06161,mix,0.6033333333333328
IFCB1_2008_113_223114_06163,detritus,0.5166666666666676
IFCB1_2008_113_223114_06164,mix,0.8733333333333334
IFCB1_2008_113_223114_06165,Chaetoceros,0.2700000000000001
IFCB1_2008_113_223114_06166,mix,0.97
IFCB1_2008_113_223114_06168,dino30,0.6699999999999997
IFCB1_2008_113_223114_06170,mix,0.8866666666666663
IFCB1_2008_113_223114_06171,mix,0.6933333333333332
IFCB1_2008_113_223114_06175,mix,0.9066666666666672
IFCB1_2008_113_223114_06176,detritus,0.4699999999999998
IFCB1_2008_113_223114_06177,mix,0.6033333333333339
IFCB1_2008_113_223114_06181,mix,0.9166666666666664
IFCB1_2008_113_223114_06182,mix,0.58
IFCB1_2008_113_223114_06184,mix,0.5833333333333328
IFCB1_2008_113_223114_06185,detritus,0.37333333333333335
IFCB1_2008_113_223114_06187,detritus,0.4733333333333331
IFCB1_2008_113_223114_06190,mix,0.8833333333333334
IFCB1_2008_113_223114_06192,mix,0.98
IFCB1_2008_113_223114_06193,mix,0.983333333333334
IFCB1_2008_113_223114_06194,mix,0.4233333333333333
IFCB1_2008_113_223114_06195,mix,0.8666666666666665
IFCB1_2008_113_223114_06196,bad,0.5312053364100636
IFCB1_2008_113_223114_06199,mix,0.97
IFCB1_2008_113_223114_06200,mix,0.8399999999999995
IFCB1_2008_113_223114_06201,detritus,0.5266666666666674
IFCB1_2008_113_223114_06202,mix,0.8899999999999996
IFCB1_2008_113_223114_06203,mix,0.4000000000000002
IFCB1_2008_113_223114_06205,mix,0.9766666666666668
IFCB1_2008_113_223114_06207,mix,0.7033333333333335
IFCB1_2008_113_223114_06208,mix,0.9800000000000004
IFCB1_2008_113_223114_06209,mix,0.8966666666666664
IFCB1_2008_113_223114_06210,mix,0.5566666666666663
IFCB1_2008_113_223114_06211,mix,0.6866666666666671
IFCB1_2008_113_223114_06213,mix,0.9199999999999996
IFCB1_2008_113_223114_06214,mix,0.9433333333333334
IFCB1_2008_113_223114_06215,mix,0.9199999999999996
IFCB1_2008_113_223114_06217,mix,0.7966666666666665
IFCB1_2008_113_223114_06218,mix,0.4833333333333331
IFCB1_2008_113_223114_06220,mix,0.5199999999999998
IFCB1_2008_113_223114_06221,detritus,0.596666666666667
IFCB1_2008_113_223114_06222,mix,0.8600000000000004
IFCB1_2008_113_223114_06223,mix,0.8966666666666664
IFCB1_2008_113_223114_06225,mix,0.8300000000000001
IFCB1_2008_113_223114_06227,mix,0.98
IFCB1_2008_113_223114_06228,mix,0.5266666666666666
IFCB1_2008_113_223114_06229,mix,0.9533333333333336
IFCB1_2008_113_223114_06232,mix,0.9499999999999996
IFCB1_2008_113_223114_06235,mix,0.9133333333333334
IFCB1_2008_113_223114_06236,mix,0.57
IFCB1_2008_113_223114_06239,detritus,0.4066666666666666
IFCB1_2008_113_223114_06241,detritus,0.3900000000000001
IFCB1_2008_113_223114_06242,mix,0.9300000000000002
IFCB1_2008_113_223114_06243,mix,1.0
IFCB1_2008_113_223114_06244,mix,0.9799999999999998
IFCB1_2008_113_223114_06247,mix,0.4699999999999998
IFCB1_2008_113_223114_06248,mix,0.496666666666667
IFCB1_2008_113_223114_06251,mix,0.5166666666666665
IFCB1_2008_113_223114_06252,mix,0.6000000000000001
IFCB1_2008_113_223114_06253,mix,0.91
IFCB1_2008_113_223114_06258,detritus,0.3533333333333334
IFCB1_2008_113_223114_06259,detritus,0.31000000000000016
IFCB1_2008_113_223114_06260,mix,0.6000000000000003
IFCB1_2008_113_223114_06262,mix,0.9300000000000002
IFCB1_2008_113_223114_06264,mix,0.8333333333333339
IFCB1_2008_113_223114_06265,mix,0.4166666666666667
IFCB1_2008_113_223114_06267,mix,0.8966666666666671
IFCB1_2008_113_223114_06270,mix,0.9066666666666666
IFCB1_2008_113_223114_06271,mix,0.7233333333333333
IFCB1_2008_113_223114_06272,mix,0.8399999999999995
IFCB1_2008_113_223114_06273,mix,0.5433333333333333
IFCB1_2008_113_223114_06276,mix,0.706666666666667
IFCB1_2008_113_223114_06277,mix,0.9466666666666668
IFCB1_2008_113_223114_06278,mix,0.7066666666666667
IFCB1_2008_113_223114_06280,mix,0.9033333333333332
IFCB1_2008_113_223114_06281,mix,0.4166666666666667
IFCB1_2008_113_223114_06282,detritus,0.7299999999999998
IFCB1_2012_277_034353_00001,mix,0.953333333333333
IFCB1_2012_277_034353_00002,ciliate,0.826666666666667
IFCB1_2012_277_034353_00003,detritus,0.2500000000000001
IFCB1_2012_277_034353_00004,Dinophyceae,0.5700000000000005
IFCB1_2012_277_034353_00005,Thalassiosira,0.5633333333333334
IFCB1_2012_277_034353_00007,mix,0.873333333333333
IFCB1_2012_277_034353_00008,mix,0.97
IFCB1_2012_277_034353_00010,mix,0.7233333333333336
IFCB1_2012_277_034353_00011,Thalassiosira,0.8166666666666663
IFCB1_2012_277_034353_00012,cryptophyta,0.7799999999999998
IFCB1_2012_277_034353_00013,Calciopappus,0.7266666666666666
IFCB1_2012_277_034353_00014,Skeletonema,0.9633333333333332
IFCB1_2012_277_034353_00017,mix,0.32000000000000034
IFCB1_2012_277_034353_00018,mix,0.9966666666666671
IFCB1_2012_277_034353_00020,detritus,0.3033333333333331
IFCB1_2012_277_034353_00021,Dinobryon,0.9499999999999998
IFCB1_2012_277_034353_00022,mix,0.9933333333333332
IFCB1_2012_277_034353_00023,mix,0.8233333333333336
IFCB1_2012_277_034353_00024,mix,0.8466666666666663
IFCB1_2012_277_034353_00025,amoeba,0.5933333333333333
IFCB1_2012_277_034353_00026,mix,0.9900000000000004
IFCB1_2012_277_034353_00027,Calciopappus,0.9666666666666668
IFCB1_2012_277_034353_00028,flagellate,0.5066666666666663
IFCB1_2012_277_034353_00029,detritus,0.8966666666666666
IFCB1_2012_277_034353_00031,flagellate,0.9933333333333332
IFCB1_2012_277_034353_00032,detritus,0.9233333333333336
IFCB1_2012_277_034353_00033,mix,0.5266666666666666
IFCB1_2012_277_034353_00034,Calciopappus,0.9566666666666668
IFCB1_2012_277_034353_00035,mix,0.8033333333333339
IFCB1_2012_277_034353_00036,detritus,0.5333333333333333
IFCB1_2012_277_034353_00037,mix,0.7999999999999997
IFCB1_2012_277_034353_00038,mix,0.37666666666666665
IFCB1_2012_277_034353_00039,Bacillariophyceae,0.28
IFCB1_2012_277_034353_00041,mix,0.983333333333334
IFCB1_2012_277_034353_00042,mix,0.586666666666667
IFCB1_2012_277_034353_00043,Thalassiosira,0.9333333333333328
IFCB1_2012_277_034353_00045,mix,0.9400000000000004
IFCB1_2012_277_034353_00047,Dinophyceae,0.8133333333333331
IFCB1_2012_277_034353_00048,mix,0.9333333333333332
IFCB1_2012_277_034353_00049,mix,0.61
IFCB1_2012_277_034353_00050,detritus,0.7466666666666663
IFCB1_2012_277_034353_00052,mix,0.9866666666666668
IFCB1_2012_277_034353_00054,Skeletonema,0.8766666666666665
IFCB1_2012_277_034353_00056,mix,0.9666666666666668
IFCB1_2012_277_034353_00057,Thalassiosira,0.696666666666667
IFCB1_2012_277_034353_00059,mix,0.986666666666667
IFCB1_2012_277_034353_00060,mix,0.9566666666666668
IFCB1_2012_277_034353_00061,Chaetoceros_didymus,0.4366666666666667
IFCB1_2012_277_034353_00062,mix,1.0
IFCB1_2012_277_034353_00063,Calciopappus,0.8799999999999998
IFCB1_2012_277_034353_00064,mix,0.5300000000000006
IFCB1_2012_277_034353_00065,cryptophyta,0.9433333333333336
IFCB1_2012_277_034353_00067,detritus,0.9266666666666672
IFCB1_2012_277_034353_00068,mix,0.6933333333333336
IFCB1_2012_277_034353_00069,Bacillariophyceae,0.99
IFCB1_2012_277_034353_00070,cryptophyta,0.4733333333333331
IFCB1_2012_277_034353_00071,mix,0.9400000000000004
IFCB1_2012_277_034353_00072,mix,0.24666666666666665
IFCB1_2012_277_034353_00073,mix,0.9200000000000004
IFCB1_2012_277_034353_00074,mix,0.9066666666666664
IFCB1_2012_277_034353_00075,detritus,0.6499999999999998
IFCB1_2012_277_034353_00076,mix,0.7166666666666663
IFCB1_2012_277_034353_00077,mix,0.6600000000000004
IFCB1_2012_277_034353_00078,detritus,0.7000000000000003
IFCB1_2012_277_034353_00079,mix,0.6366666666666664
IFCB1_2012_277_034353_00080,mix,0.9733333333333336
IFCB1_2012_277_034353_00081,detritus,0.9600000000000004
IFCB1_2012_277_034353_00083,mix,0.8533333333333329
IFCB1_2012_277_034353_00084,cryptophyta,0.6000000000000008
IFCB1_2012_277_034353_00085,mix,0.7833333333333328
IFCB1_2012_277_034353_00086,mix,0.3866666666666667
IFCB1_2012_277_034353_00087,mix,0.976666666666667
IFCB1_2012_277_034353_00088,detritus,0.8000000000000005
IFCB1_2012_277_034353_00089,mix,0.7266666666666668
IFCB1_2012_277_034353_00090,Bacillariophyceae,0.2433333333333333
IFCB1_2012_277_034353_00091,detritus,0.8533333333333336
IFCB1_2012_277_034353_00092,detritus,0.9566666666666666
IFCB1_2012_277_034353_00093,Chaetoceros,0.9466666666666664
IFCB1_2012_277_034353_00095,Calciopappus,0.9599999999999996
IFCB1_2012_277_034353_00096,mix,0.23666666666666655
IFCB1_2012_277_034353_00097,Heterocapsa_rotundata,0.2600000000000001
IFCB1_2012_277_034353_00098,mix,0.7333333333333335
IFCB1_2012_277_034353_00099,cryptophyta,0.28
IFCB1_2012_277_034353_00100,mix,0.9866666666666668
IFCB1_2012_277_034353_00101,mix,0.7566666666666667
IFCB1_2012_277_034353_00102,mix,0.8200000000000001
IFCB1_2012_277_034353_00103,mix,0.8433333333333337
IFCB1_2012_277_034353_00104,mix,0.4066666666666667
IFCB1_2012_277_034353_00105,mix,0.8599999999999998
IFCB1_2012_277_034353_00107,mix,0.6500000000000005
IFCB1_2012_277_034353_00108,detritus,0.7933333333333337
IFCB1_2012_277_034353_00109,mix,0.2566666666666666
IFCB1_2012_277_034353_00110,mix,0.9833333333333338
IFCB1_2012_277_034353_00111,mix,0.9666666666666666
IFCB1_2012_277_034353_00112,Skeletonema,0.4499999999999998
IFCB1_2012_277_034353_00113,Chaetoceros,0.7300000000000001
IFCB1_2012_277_034353_00114,cryptophyta,0.4533333333333334
IFCB1_2012_277_034353_00115,mix,0.3233333333333336
IFCB1_2012_277_034353_00116,detritus,0.8266666666666671
IFCB1_2012_277_034353_00117,mix,0.996666666666667
IFCB1_2012_277_034353_00118,Thalassiosira,0.8566666666666669
IFCB1_2012_277_034353_00120,mix,0.39333333333333337
IFCB1_2012_277_034353_00121,mix,0.4233333333333335
IFCB1_2012_277_034353_00122,Delphineis,0.7266666666666665
IFCB1_2012_277_034353_00123,mix,0.5233333333333335
IFCB1_2012_277_034353_00124,Calciopappus,0.9733333333333338
IFCB1_2012_277_034353_00126,mix,0.7400000000000001
IFCB1_2012_277_034353_00127,Chaetoceros,0.4899999999999998
IFCB1_2012_277_034353_00128,Thalassiosira,0.9066666666666664
IFCB1_2012_277_034353_00129,Heterocapsa_rotundata,0.4733333333333336
IFCB1_2012_277_034353_00130,cryptophyta,0.6066666666666664
IFCB1_2012_277_034353_00131,detritus,0.9633333333333332
IFCB1_2012_277_034353_00132,Dinophyceae,0.8766666666666664
IFCB1_2012_277_034353_00133,detritus,0.4733333333333333
IFCB1_2012_277_034353_00134,mix,0.7133333333333334
IFCB1_2012_277_034353_00135,Chaetoceros_TAG_external_pennate,0.9366666666666664
IFCB1_2012_277_034353_00137,mix,0.9866666666666668
IFCB1_2012_277_034353_00138,mix,0.7700000000000002
IFCB1_2012_277_034353_00139,mix,0.9800000000000002
IFCB1_2012_277_034353_00140,mix,0.9933333333333332
IFCB1_2012_277_034353_00141,mix,0.9733333333333342
IFCB1_2012_277_034353_00142,mix,0.8933333333333331
IFCB1_2012_277_034353_00143,flagellate,0.3966666666666667
IFCB1_2012_277_034353_00144,mix,0.6533333333333332
IFCB1_2012_277_034353_00145,mix,0.4233333333333334
IFCB1_2012_277_034353_00146,mix,0.5033333333333335
IFCB1_2012_277_034353_00147,Bacillariophyceae,0.9666666666666665
IFCB1_2012_277_034353_00148,mix,0.9666666666666666
IFCB1_2012_277_034353_00149,mix,0.3833333333333335
IFCB1_2012_277_034353_00150,mix,0.6033333333333329
IFCB1_2012_277_034353_00151,cryptophyta,0.9299999999999996
IFCB1_2012_277_034353_00152,mix,1.0
IFCB1_2012_277_034353_00154,mix,0.7900000000000004
IFCB1_2012_277_034353_00155,mix,0.8599999999999997
IFCB1_2012_277_034353_00156,mix,0.92
IFCB1_2012_277_034353_00158,Thalassiosira,0.9700000000000004
IFCB1_2012_277_034353_00159,detritus,0.9866666666666666
IFCB1_2012_277_034353_00160,mix,0.5199999999999999
IFCB1_2012_277_034353_00161,mix,0.4433333333333332
IFCB1_2012_277_034353_00163,mix,0.8666666666666657
IFCB1_2012_277_034353_00164,Cylindrotheca,0.4866666666666667
IFCB1_2012_277_034353_00165,mix,0.4033333333333333
IFCB1_2012_277_034353_00166,mix,0.9266666666666664
IFCB1_2012_277_034353_00167,mix,0.6066666666666669
IFCB1_2012_277_034353_00168,detritus,0.3999999999999999
IFCB1_2012_277_034353_00169,detritus,0.9900000000000002
IFCB1_2012_277_034353_00170,mix,0.94
IFCB1_2012_277_034353_00171,Calciopappus,0.38333333333333336
IFCB1_2012_277_034353_00172,detritus,0.8166666666666668
IFCB1_2012_277_034353_00173,mix,0.5100000000000005
IFCB1_2012_277_034353_00174,mix,0.993333333333333
IFCB1_2012_277_034353_00175,mix,0.5966666666666668
IFCB1_2012_277_034353_00176,mix,0.983333333333334
IFCB1_2012_277_034353_00177,mix,0.6533333333333332
IFCB1_2012_277_034353_00178,Thalassiosira,0.9933333333333332
IFCB1_2012_277_034353_00179,cryptophyta,0.826666666666667
IFCB1_2012_277_034353_00180,mix,0.4966666666666662
IFCB1_2012_277_034353_00181,mix,0.7099999999999997
IFCB1_2012_277_034353_00182,Dinobryon,0.6433333333333332
IFCB1_2012_277_034353_00183,mix,0.7533333333333334
IFCB1_2012_277_034353_00184,Skeletonema,0.6766666666666665
IFCB1_2012_277_034353_00185,mix,0.8166666666666664
IFCB1_2012_277_034353_00186,mix,0.9833333333333342
IFCB1_2012_277_034353_00187,Dinophyceae,0.31333333333333346
IFCB1_2012_277_034353_00189,Chaetoceros,0.4
IFCB1_2012_277_034353_00190,Thalassiosira,0.4666666666666665
IFCB1_2012_277_034353_00192,Heterocapsa_rotundata,0.9566666666666666
IFCB1_2012_277_034353_00193,mix,0.3433333333333335
IFCB1_2012_277_034353_00195,Leptocylindrus,0.9633333333333328
IFCB1_2012_277_034353_00197,Dinophyceae,0.973333333333334
IFCB1_2012_277_034353_00198,mix,0.5533333333333335
IFCB1_2012_277_034353_00199,cryptophyta,0.9766666666666672
IFCB1_2012_277_034353_00200,Chrysochromulina,0.6700000000000004
IFCB1_2012_277_034353_00201,mix,0.9533333333333336
IFCB1_2012_277_034353_00202,mix,0.6533333333333335
IFCB1_2012_277_034353_00203,mix,0.6233333333333333
IFCB1_2012_277_034353_00204,flagellate_morphotype1,0.9766666666666668
IFCB1_2012_277_034353_00205,mix,0.8866666666666664
IFCB1_2012_277_034353_00206,Dinobryon,0.3800000000000002
IFCB1_2012_277_034353_00207,ciliate,0.616666666666667
IFCB1_2012_277_034353_00208,mix,0.6866666666666662
IFCB1_2012_277_034353_00211,Bacillariophyceae,0.9299999999999996
IFCB1_2012_277_034353_00212,Chaetoceros,0.8033333333333328
IFCB1_2012_277_034353_00213,mix,0.98
IFCB1_2012_277_034353_00214,Chaetoceros,0.986666666666667
IFCB1_2012_277_034353_00215,mix,0.9100000000000004
IFCB1_2012_277_034353_00216,mix,0.9866666666666666
IFCB1_2012_277_034353_00217,mix,0.8300000000000004
IFCB1_2012_277_034353_00218,mix,0.953333333333333
IFCB1_2012_277_034353_00220,Calciopappus,0.6766666666666667
IFCB1_2012_277_034353_00221,mix,0.9199999999999998
IFCB1_2012_277_034353_00222,Cylindrotheca,0.44333333333333336
IFCB1_2012_277_034353_00223,mix,0.92
IFCB1_2012_277_034353_00224,mix,0.7133333333333335
IFCB1_2012_277_034353_00227,mix,0.4800000000000004
IFCB1_2012_277_034353_00229,mix,0.933333333333333
IFCB1_2012_277_034353_00230,mix,0.816666666666667
IFCB1_2012_277_034353_00231,mix,0.9766666666666668
IFCB1_2012_277_034353_00232,mix,0.6999999999999998
IFCB1_2012_277_034353_00234,mix,0.4966666666666664
IFCB1_2012_277_034353_00235,mix,0.3633333333333332
IFCB1_2012_277_034353_00236,mix,0.94
IFCB1_2012_277_034353_00237,mix,0.6666666666666666
IFCB1_2012_277_034353_00238,detritus,0.9866666666666668
IFCB1_2012_277_034353_00239,mix,0.9733333333333332
IFCB1_2012_277_034353_00240,mix,0.39333333333333337
IFCB1_2012_277_034353_00242,mix,0.9033333333333332
IFCB1_2012_277_034353_00243,mix,0.4766666666666667
IFCB1_2012_277_034353_00244,mix,0.4766666666666667
IFCB1_2012_277_034353_00246,Thalassiosira,0.4299999999999999
IFCB1_2012_277_034353_00248,cryptophyta,0.9333333333333336
IFCB1_2012_277_034353_00249,mix,0.9866666666666668
IFCB1_2012_277_034353_00250,mix,0.8933333333333333
IFCB1_2012_277_034353_00251,mix,0.4100000000000003
IFCB1_2012_277_034353_00252,mix,0.9433333333333336
IFCB1_2012_277_034353_00253,mix,0.4833333333333336
IFCB1_2012_277_034353_00254,mix,0.5233333333333328
IFCB1_2012_277_034353_00255,mix,0.9466666666666664
IFCB1_2012_277_034353_00256,mix,0.95
IFCB1_2012_277_034353_00257,mix,0.973333333333334
IFCB1_2012_277_034353_00258,mix,0.9066666666666668
IFCB1_2012_277_034353_00259,mix,0.9033333333333332
IFCB1_2012_277_034353_00260,mix,0.3433333333333333
IFCB1_2012_277_034353_00261,mix,0.7066666666666672
IFCB1_2012_277_034353_00262,mix,0.9033333333333332
IFCB1_2012_277_034353_00263,mix,0.98
IFCB1_2012_277_034353_00264,cryptophyta,0.7933333333333333
IFCB1_2012_277_034353_00265,flagellate_morphotype3,0.9733333333333342
IFCB1_2012_277_034353_00266,mix,0.5000000000000001
IFCB1_2012_277_034353_00267,Balanion,0.43000000000000016
IFCB1_2012_277_034353_00268,mix,0.4733333333333332
IFCB1_2012_277_034353_00269,mix,0.9866666666666664
IFCB1_2012_277_034353_00270,Dinophyceae,0.9566666666666668
IFCB1_2012_277_034353_00271,flagellate,0.5399999999999996
IFCB1_2012_277_034353_00272,mix,0.4833333333333332
IFCB1_2012_277_034353_00273,Thalassiosira,0.9766666666666672
IFCB1_2012_277_034353_00274,mix,0.8433333333333329
IFCB1_2012_277_034353_00275,mix,0.7866666666666667
IFCB1_2012_277_034353_00276,mix,0.9933333333333332
IFCB1_2012_277_034353_00277,flagellate_morphotype3,1.0
IFCB1_2012_277_034353_00278,cryptophyta,0.7999999999999996
IFCB1_2012_277_034353_00279,mix,0.6233333333333332
IFCB1_2012_277_034353_00280,detritus,0.6366666666666665
IFCB1_2012_277_034353_00281,cryptophyta,0.9900000000000002
IFCB1_2012_277_034353_00283,cryptophyta,0.8600000000000003
IFCB1_2012_277_034353_00285,detritus,0.9499999999999996
IFCB1_2012_277_034353_00286,detritus,0.6966666666666669
IFCB1_2012_277_034353_00287,Heterocapsa_rotundata,0.6033333333333337
IFCB1_2012_277_034353_00288,detritus,0.9633333333333336
IFCB1_2012_277_034353_00289,Calciopappus,0.9900000000000002
IFCB1_2012_277_034353_00290,mix,0.98
IFCB1_2012_277_034353_00291,Calciopappus,0.9900000000000002
IFCB1_2012_277_034353_00292,mix,0.9800000000000004
IFCB1_2012_277_034353_00293,mix,0.9700000000000002
IFCB1_2012_277_034353_00294,mix,0.8100000000000002
IFCB1_2012_277_034353_00295,mix,0.9399999999999996
IFCB1_2012_277_034353_00296,mix,0.19
IFCB1_2012_277_034353_00299,mix,0.9399999999999996
IFCB1_2012_277_034353_00300,mix,0.9433333333333328
IFCB1_2012_277_034353_00301,coccolithophorid,0.9033333333333337
IFCB1_2012_277_034353_00302,Delphineis,0.7766666666666667
IFCB1_2012_277_034353_00304,mix,0.8266666666666658
IFCB1_2012_277_034353_00305,mix,0.8200000000000003
IFCB1_2012_277_034353_00306,mix,0.3166666666666669
IFCB1_2012_277_034353_00308,Skeletonema,0.9033333333333337
IFCB1_2012_277_034353_00310,mix,0.9700000000000002
IFCB1_2012_277_034353_00311,mix,0.9599999999999996
IFCB1_2012_277_034353_00312,Pyramimonas,0.8499999999999999
IFCB1_2012_277_034353_00313,detritus,0.8766666666666658
IFCB1_2012_277_034353_00314,detritus,0.8166666666666671
IFCB1_2012_277_034353_00315,detritus,0.9866666666666666
IFCB1_2012_277_034353_00316,mix,0.88
IFCB1_2012_277_034353_00317,mix,0.43999999999999984
IFCB1_2012_277_034353_00318,mix,0.8766666666666659
IFCB1_2012_277_034353_00319,mix,0.9866666666666668
IFCB1_2012_277_034353_00320,mix,0.5233333333333335
IFCB1_2012_277_034353_00321,mix,0.7433333333333333
IFCB1_2012_277_034353_00322,mix,0.8066666666666668
IFCB1_2012_277_034353_00323,mix,0.8466666666666665
IFCB1_2012_277_034353_00324,mix,0.956666666666666
IFCB1_2012_277_034353_00325,ciliate,0.5533333333333336
IFCB1_2012_277_034353_00328,detritus,0.7400000000000001
IFCB1_2012_277_034353_00330,mix,0.8433333333333327
IFCB1_2012_277_034353_00331,mix,0.8433333333333334
IFCB1_2012_277_034353_00332,cryptophyta,0.53
IFCB1_2012_277_034353_00333,mix,0.2766666666666667
IFCB1_2012_277_034353_00334,mix,0.983333333333334
IFCB1_2012_277_034353_00336,Chaetoceros_TAG_external_pennate,0.7133333333333332
IFCB1_2012_277_034353_00337,mix,0.8966666666666671
IFCB1_2012_277_034353_00338,Skeletonema,0.3966666666666671
IFCB1_2012_277_034353_00340,mix,0.9900000000000002
IFCB1_2012_277_034353_00341,cryptophyta,0.96
IFCB1_2012_277_034353_00342,Bacillariophyceae,0.9900000000000002
IFCB1_2012_277_034353_00343,cryptophyta,0.803333333333333
IFCB1_2012_277_034353_00344,Chaetoceros,0.4966666666666666
IFCB1_2012_277_034353_00345,mix,0.3566666666666665
IFCB1_2012_277_034353_00346,mix,0.94
IFCB1_2012_277_034353_00347,flagellate_morphotype3,0.5866666666666672
IFCB1_2012_277_034353_00348,Pyramimonas_longicauda,0.5800000000000005
IFCB1_2012_277_034353_00349,detritus,0.41
IFCB1_2012_277_034353_00350,mix,0.7466666666666664
IFCB1_2012_277_034353_00351,mix,0.94
IFCB1_2012_277_034353_00352,mix,0.4599999999999999
IFCB1_2012_277_034353_00353,mix,0.7633333333333335
IFCB1_2012_277_034353_00354,mix,0.7099999999999997
IFCB1_2012_277_034353_00355,mix,0.9599999999999996
IFCB1_2012_277_034353_00357,cryptophyta,0.9833333333333336
IFCB1_2012_277_034353_00358,mix,0.8333333333333333
IFCB1_2012_277_034353_00359,detritus,0.9633333333333332
IFCB1_2012_277_034353_00360,Pyramimonas_longicauda,0.8999999999999996
IFCB1_2012_277_034353_00361,mix,0.3700000000000002
